year,abbrev,opioid_cat,nhb_modeled,nhw_modeled
2011,OH,Natural and semi-synthetic opioids,2.4099999999999997,4.470000000000001
2011,OH,Heroin,2.86,4.99
2011,OH,Synthetic opioids,0.93,1.72
2011,OK,All opioids,4.75,16.58
2011,OK,Natural and semi-synthetic opioids,4.03,11.19
2011,OK,Heroin,0.33999999999999997,0.48000000000000004
2011,OK,Synthetic opioids,0.77,3.18
2011,PA,All opioids,2.7600000000000002,6.819999999999999
2011,PA,Natural and semi-synthetic opioids,1.51,2.88
2011,PA,Heroin,1.1600000000000001,2.4299999999999997
2011,PA,Synthetic opioids,0.55,0.8500000000000001
2011,SC,All opioids,1.35,9.239999999999998
2011,SC,Natural and semi-synthetic opioids,0.98,4.88
2011,SC,Heroin,0.17,0.38
2011,SC,Synthetic opioids,0.32999999999999996,1.6500000000000001
2011,TN,All opioids,3.3899999999999997,13.41
2011,TN,Natural and semi-synthetic opioids,1.85,8.719999999999999
2011,TN,Heroin,0.29000000000000004,0.43000000000000005
2011,TN,Synthetic opioids,0.39,1.42
2011,TX,All opioids,2.51,6.6899999999999995
2011,TX,Natural and semi-synthetic opioids,1.1700000000000002,3.22
2011,TX,Heroin,0.73,1.56
2011,TX,Synthetic opioids,0.27,0.99
2011,WA,All opioids,9.15,10.99
2011,WA,Natural and semi-synthetic opioids,3.48,5.02
2011,WA,Heroin,1.26,2.11
2011,WA,Synthetic opioids,0.41000000000000003,1.01
2011,WI,All opioids,14.15,8.83
2011,WI,Natural and semi-synthetic opioids,7.6,3.92
2011,WI,Heroin,4.98,2.4299999999999997
2011,WI,Synthetic opioids,1.36,1.33
2012,AL,All opioids,1.06,4.83
2012,AL,Natural and semi-synthetic opioids,0.64,1.8900000000000001
2012,AL,Heroin,0.29000000000000004,0.8600000000000001
2012,AL,Synthetic opioids,0.1,0.74
2012,AR,All opioids,1.85,7.67
2012,AR,Natural and semi-synthetic opioids,1.1900000000000002,5.319999999999999
2012,AR,Heroin,0.24000000000000002,0.09
2012,AR,Synthetic opioids,0.43000000000000005,1.09
2012,AZ,All opioids,6.2700000000000005,10.96
2012,AZ,Natural and semi-synthetic opioids,3.4899999999999998,6.2
2012,AZ,Heroin,2.02,2.66
2012,AZ,Synthetic opioids,0.46,0.65
2012,CA,All opioids,4.94,8.02
2012,CA,Natural and semi-synthetic opioids,2.52,4.1899999999999995
2012,CA,Heroin,0.72,1.74
2012,CA,Synthetic opioids,0.4,0.8400000000000001
2012,CO,All opioids,6.88,8.93
2012,CO,Natural and semi-synthetic opioids,3.3699999999999997,4.1899999999999995
2012,CO,Heroin,1.37,2.19
2012,CO,Synthetic opioids,1.1700000000000002,1.34
2012,CT,All opioids,3.48,9.04
2012,CT,Natural and semi-synthetic opioids,0.99,2.3299999999999996
2012,CT,Heroin,2.3499999999999996,5.07
2012,CT,Synthetic opioids,0.42000000000000004,0.6699999999999999
2012,DC,All opioids,9.6,7.2
2012,DC,Natural and semi-synthetic opioids,4.2,1.94
2012,DC,Heroin,7.2700000000000005,2.74
2012,DC,Synthetic opioids,0.24000000000000002,0.9400000000000001
2012,DE,All opioids,5.08,17.2
2012,DE,Natural and semi-synthetic opioids,2.07,6.859999999999999
2012,DE,Heroin,1.3900000000000001,4.619999999999999
2012,DE,Synthetic opioids,1.55,2.24
2012,FL,All opioids,1.81,11.709999999999999
2012,FL,Natural and semi-synthetic opioids,1.1800000000000002,7.42
2012,FL,Heroin,0.18,0.63
2012,FL,Synthetic opioids,0.15000000000000002,1.34
2012,GA,All opioids,2.04,9.33
2012,GA,Natural and semi-synthetic opioids,0.97,5.37
2012,GA,Heroin,0.33999999999999997,0.58
2012,GA,Synthetic opioids,0.21000000000000002,2.17
2012,IL,All opioids,9.04,10.2
2012,IL,Natural and semi-synthetic opioids,0.73,1.6800000000000002
2012,IL,Heroin,2.62,3.09
2012,IL,Synthetic opioids,0.6699999999999999,0.8200000000000001
2012,IN,All opioids,5.3,6.1499999999999995
2012,IN,Natural and semi-synthetic opioids,1.27,2.2600000000000002
2012,IN,Heroin,2,1.8
2012,IN,Synthetic opioids,0.5700000000000001,0.8400000000000001
2012,KS,All opioids,3.42,5.609999999999999
2012,KS,Natural and semi-synthetic opioids,1.85,2.84
2012,KS,Heroin,0.97,0.43000000000000005
2012,KS,Synthetic opioids,0.9400000000000001,1.25
2012,KY,All opioids,5.03,16.14
2012,KY,Natural and semi-synthetic opioids,2.34,10.850000000000001
2012,KY,Heroin,1.94,2.96
2012,KY,Synthetic opioids,0.32999999999999996,2.07
2012,LA,All opioids,1.96,5.41
2012,LA,Natural and semi-synthetic opioids,0.58,2.68
2012,LA,Heroin,0.62,1.6600000000000001
2012,LA,Synthetic opioids,0.18,0.71
2012,MA,All opioids,6.23,12.27
2012,MA,Natural and semi-synthetic opioids,1.44,3.15
2012,MA,Heroin,1.48,3.88
2012,MA,Synthetic opioids,0.72,0.96
2012,MD,All opioids,8.38,15.55
2012,MD,Natural and semi-synthetic opioids,2.3899999999999997,6.359999999999999
2012,MD,Heroin,2.09,4.119999999999999
2012,MD,Synthetic opioids,0.53,1.81
2012,MI,All opioids,7.14,8.59
2012,MI,Natural and semi-synthetic opioids,2.4699999999999998,2.74
2012,MI,Heroin,3.42,3.88
2012,MI,Synthetic opioids,1.09,0.8600000000000001
2012,MN,All opioids,10.2,5.4
2012,MN,Natural and semi-synthetic opioids,2.9099999999999997,2.04
2012,MN,Heroin,2.3299999999999996,1.01
2012,MN,Synthetic opioids,0.76,0.81
2012,MO,All opioids,9.860000000000001,10.99
2012,MO,Natural and semi-synthetic opioids,2.55,4.28
2012,MO,Heroin,7.55,4.72
2012,MO,Synthetic opioids,0.31,1.8800000000000001
2012,MS,All opioids,0.61,5.859999999999999
2012,MS,Natural and semi-synthetic opioids,0.43000000000000005,3.07
2012,MS,Heroin,0.12000000000000001,0.25
2012,MS,Synthetic opioids,0.24000000000000002,1.01
2012,NC,All opioids,2.01,12.360000000000001
2012,NC,Natural and semi-synthetic opioids,1.08,5.94
2012,NC,Heroin,0.76,2
2012,NC,Synthetic opioids,0.35,2.3099999999999996
2012,NJ,All opioids,4.7700000000000005,8.29
2012,NJ,Natural and semi-synthetic opioids,1.59,3.46
2012,NJ,Heroin,1.96,3.8899999999999997
2012,NJ,Synthetic opioids,0.31,0.56
2012,NV,All opioids,11.25,23.69
2012,NV,Natural and semi-synthetic opioids,7.94,15.52
2012,NV,Heroin,1.1,2.71
2012,NV,Synthetic opioids,0.53,1.86
2012,NY,All opioids,4.23,10.25
2012,NY,Natural and semi-synthetic opioids,1.52,4.159999999999999
2012,NY,Heroin,1.6500000000000001,3.19
2012,NY,Synthetic opioids,0.35,1.2
2012,OH,All opioids,7.51,13.97
2012,OH,Natural and semi-synthetic opioids,2.63,5.08
2012,OH,Heroin,3.8,7.35
2012,OH,Synthetic opioids,1.03,1.96
2012,OK,All opioids,5.03,15.58
2012,OK,Natural and semi-synthetic opioids,4.51,11.129999999999999
2012,OK,Heroin,0.32999999999999996,0.61
2012,OK,Synthetic opioids,0.81,3.03
2012,PA,All opioids,2.8,7.41
2012,PA,Natural and semi-synthetic opioids,1.71,3.21
2012,PA,Heroin,1.45,3.13
2012,PA,Synthetic opioids,0.59,0.8600000000000001
2012,SC,All opioids,1.44,10.51
2012,SC,Natural and semi-synthetic opioids,1.08,5.5
2012,SC,Heroin,0.18,0.43000000000000005
2012,SC,Synthetic opioids,0.36,1.81
2012,TN,All opioids,4.07,14.55
2012,TN,Natural and semi-synthetic opioids,2.15,9.38
2012,TN,Heroin,0.54,0.7899999999999999
2012,TN,Synthetic opioids,0.42000000000000004,1.3900000000000001
2012,TX,All opioids,2.59,6.8
2012,TX,Natural and semi-synthetic opioids,1.1900000000000002,3.14
2012,TX,Heroin,0.73,1.6800000000000002
2012,TX,Synthetic opioids,0.29000000000000004,1.06
2012,WA,All opioids,9.39,10.93
2012,WA,Natural and semi-synthetic opioids,3.3299999999999996,5.08
2012,WA,Heroin,2.05,2.74
2012,WA,Synthetic opioids,0.37,1.05
2012,WI,All opioids,15.6,9.68
2012,WI,Natural and semi-synthetic opioids,7.88,4.119999999999999
2012,WI,Heroin,5.79,3.06
2012,WI,Synthetic opioids,1.42,1.46
2013,AL,All opioids,1.41,5.57
2013,AL,Natural and semi-synthetic opioids,0.73,1.7
2013,AL,Heroin,0.5,1.6700000000000002
2013,AL,Synthetic opioids,0.1,0.8
2013,AR,All opioids,1.99,7.7700000000000005
2013,AR,Natural and semi-synthetic opioids,1.28,5.25
2013,AR,Heroin,0.24000000000000002,0.13
2013,AR,Synthetic opioids,0.42000000000000004,1.31
2013,AZ,All opioids,6.38,10.02
2013,AZ,Natural and semi-synthetic opioids,3.64,6.119999999999999
2013,AZ,Heroin,2.22,3.09
2013,AZ,Synthetic opioids,0.43000000000000005,0.8600000000000001
2013,CA,All opioids,5.06,8.350000000000001
2013,CA,Natural and semi-synthetic opioids,2.5,4.29
2013,CA,Heroin,0.8700000000000001,1.96
2013,CA,Synthetic opioids,0.45,0.88
2013,CO,All opioids,6.930000000000001,9.26
2013,CO,Natural and semi-synthetic opioids,3.51,4.28
2013,CO,Heroin,1.41,2.55
2013,CO,Synthetic opioids,1.24,1.44
2013,CT,All opioids,4.8,13.05
2013,CT,Natural and semi-synthetic opioids,1.28,3.8
2013,CT,Heroin,2.96,7.48
2013,CT,Synthetic opioids,0.88,1.55
2013,DC,All opioids,13.360000000000001,7.5
2013,DC,Natural and semi-synthetic opioids,4.56,2.02
2013,DC,Heroin,9.54,3.69
2013,DC,Synthetic opioids,0.8400000000000001,0.96
2013,DE,All opioids,5.3,17.97
2013,DE,Natural and semi-synthetic opioids,2.32,5.430000000000001
2013,DE,Heroin,1.9,6.01
2013,DE,Synthetic opioids,1.6900000000000002,2.4499999999999997
2013,FL,All opioids,1.87,10.34
2013,FL,Natural and semi-synthetic opioids,1.25,6.35
2013,FL,Heroin,0.25,1.29
2013,FL,Synthetic opioids,0.15000000000000002,1.36
2013,GA,All opioids,2.25,10.2
2013,GA,Natural and semi-synthetic opioids,1.07,5.6499999999999995
2013,GA,Heroin,0.44,1.06
2013,GA,Synthetic opioids,0.38,2.56
2013,IL,All opioids,8.96,11.239999999999998
2013,IL,Natural and semi-synthetic opioids,0.8,1.99
2013,IL,Heroin,6.51,4.33
2013,IL,Synthetic opioids,1.26,0.75
2013,IN,All opioids,6.44,6.41
2013,IN,Natural and semi-synthetic opioids,1.4,1.99
2013,IN,Heroin,2.3499999999999996,2.4499999999999997
2013,IN,Synthetic opioids,1.01,0.81
2013,KS,All opioids,3.55,5.74
2013,KS,Natural and semi-synthetic opioids,1.92,2.9499999999999997
2013,KS,Heroin,1,0.51
2013,KS,Synthetic opioids,0.96,1.34
2013,KY,All opioids,6.21,17.93
2013,KY,Natural and semi-synthetic opioids,2.71,10.42
2013,KY,Heroin,2.5,5.73
2013,KY,Synthetic opioids,0.32,2.3499999999999996
2013,LA,All opioids,2.2800000000000002,6.319999999999999
2013,LA,Natural and semi-synthetic opioids,0.63,2.88
2013,LA,Heroin,1.4,3.25
2013,LA,Synthetic opioids,0.19,0.7899999999999999
2013,MA,All opioids,7.609999999999999,15.78
2013,MA,Natural and semi-synthetic opioids,1.51,3.32
2013,MA,Heroin,2.3699999999999997,5.52
2013,MA,Synthetic opioids,1.6600000000000001,2.65
2013,MD,All opioids,10.739999999999998,16.4
2013,MD,Natural and semi-synthetic opioids,3.32,6.89
2013,MD,Heroin,3.06,5.609999999999999
2013,MD,Synthetic opioids,1.27,2.11
2013,MI,All opioids,7.619999999999999,9.139999999999999
2013,MI,Natural and semi-synthetic opioids,2.7600000000000002,2.92
2013,MI,Heroin,4.22,4.6499999999999995
2013,MI,Synthetic opioids,1.87,0.8
2013,MN,All opioids,11.01,5.609999999999999
2013,MN,Natural and semi-synthetic opioids,3.01,2.09
2013,MN,Heroin,5.42,1.51
2013,MN,Synthetic opioids,0.74,0.91
2013,MO,All opioids,12.48,10.77
2013,MO,Natural and semi-synthetic opioids,2.8099999999999996,4.24
2013,MO,Heroin,8.629999999999999,4.81
2013,MO,Synthetic opioids,0.8300000000000001,2.06
2013,MS,All opioids,0.72,6.29
2013,MS,Natural and semi-synthetic opioids,0.5,3.2600000000000002
2013,MS,Heroin,0.12000000000000001,0.44
2013,MS,Synthetic opioids,0.26,1.26
2013,NC,All opioids,2.59,12.5
2013,NC,Natural and semi-synthetic opioids,1.1900000000000002,5.74
2013,NC,Heroin,0.9500000000000001,2.8099999999999996
2013,NC,Synthetic opioids,0.59,2.4899999999999998
2013,NJ,All opioids,5.89,10.65
2013,NJ,Natural and semi-synthetic opioids,1.6400000000000001,3.8
2013,NJ,Heroin,2.8699999999999997,5.2
2013,NJ,Synthetic opioids,0.6799999999999999,0.58
2013,NV,All opioids,11.28,23.02
2013,NV,Natural and semi-synthetic opioids,7.6,14.53
2013,NV,Heroin,1.03,3.15
2013,NV,Synthetic opioids,0.49,1.91
2013,NY,All opioids,5.09,11.639999999999999
2013,NY,Natural and semi-synthetic opioids,1.6400000000000001,4.41
2013,NY,Heroin,2.06,4.119999999999999
2013,NY,Synthetic opioids,0.38,1.1700000000000002
2013,OH,All opioids,9.629999999999999,16.2
2013,OH,Natural and semi-synthetic opioids,2.8699999999999997,5.78
2013,OH,Heroin,5.04,10.850000000000001
2013,OH,Synthetic opioids,1.1600000000000001,2.24
2013,OK,All opioids,5.319999999999999,14.639999999999999
2013,OK,Natural and semi-synthetic opioids,5.04,11.07
2013,OK,Heroin,0.32,0.76
2013,OK,Synthetic opioids,0.8500000000000001,2.88
2013,PA,All opioids,2.8499999999999996,9.27
2013,PA,Natural and semi-synthetic opioids,1.94,3.58
2013,PA,Heroin,1.81,4.03
2013,PA,Synthetic opioids,0.64,0.8600000000000001
2013,SC,All opioids,1.52,11.96
2013,SC,Natural and semi-synthetic opioids,1.1800000000000002,6.2
2013,SC,Heroin,0.25,0.8200000000000001
2013,SC,Synthetic opioids,0.39,1.98
2013,TN,All opioids,4.88,15.78
2013,TN,Natural and semi-synthetic opioids,2.5,10.09
2013,TN,Heroin,1.02,1.47
2013,TN,Synthetic opioids,0.44,2.07
2013,TX,All opioids,2.68,6.91
2013,TX,Natural and semi-synthetic opioids,1.2,3.07
2013,TX,Heroin,0.74,1.8800000000000001
2013,TX,Synthetic opioids,0.3,1.1300000000000001
2013,WA,All opioids,9.639999999999999,10.870000000000001
2013,WA,Natural and semi-synthetic opioids,3.18,4.75
2013,WA,Heroin,3.3499999999999996,3.56
2013,WA,Synthetic opioids,0.33999999999999997,1.1
2013,WI,All opioids,17.2,10.62
2013,WI,Natural and semi-synthetic opioids,8.17,4.34
2013,WI,Heroin,6.73,3.8499999999999996
2013,WI,Synthetic opioids,1.48,1.61
2014,AL,All opioids,1.87,6.42
2014,AL,Natural and semi-synthetic opioids,0.8200000000000001,1.92
2014,AL,Heroin,0.88,3.24
2014,AL,Synthetic opioids,0.29000000000000004,1.3900000000000001
2014,AR,All opioids,2.14,7.88
2014,AR,Natural and semi-synthetic opioids,1.3800000000000001,5.18
2014,AR,Heroin,0.24000000000000002,0.19
2014,AR,Synthetic opioids,0.41000000000000003,1.57
2014,AZ,All opioids,6.49,11.31
2014,AZ,Natural and semi-synthetic opioids,3.8,6.03
2014,AZ,Heroin,2.4499999999999997,3.6
2014,AZ,Synthetic opioids,0.41000000000000003,1.1400000000000001
2014,CA,All opioids,5.17,8.69
2014,CA,Natural and semi-synthetic opioids,2.48,4.4
2014,CA,Heroin,1.04,2.2
2014,CA,Synthetic opioids,0.5,0.92
2014,CO,All opioids,6.98,9.6
2014,CO,Natural and semi-synthetic opioids,3.66,4.37
2014,CO,Heroin,1.46,2.96
2014,CO,Synthetic opioids,1.31,1.55
2014,CT,All opioids,6.619999999999999,18.84
2014,CT,Natural and semi-synthetic opioids,1.6600000000000001,6.18
2014,CT,Heroin,3.73,11.04
2014,CT,Synthetic opioids,1.85,3.61
2014,DC,All opioids,18.58,7.81
2014,DC,Natural and semi-synthetic opioids,4.95,2.11
2014,DC,Heroin,12.51,4.98
2014,DC,Synthetic opioids,2.88,1.77
2014,DE,All opioids,5.53,18.779999999999998
2014,DE,Natural and semi-synthetic opioids,2.59,4.3
2014,DE,Heroin,2.61,7.81
2014,DE,Synthetic opioids,1.84,4.359999999999999
2014,FL,All opioids,1.92,12.860000000000001
2014,FL,Natural and semi-synthetic opioids,1.34,5.44
2014,FL,Heroin,0.35,2.62
2014,FL,Synthetic opioids,0.43000000000000005,2.96
2014,GA,All opioids,2.48,11.15
2014,GA,Natural and semi-synthetic opioids,1.1800000000000002,5.94
2014,GA,Heroin,0.55,1.97
2014,GA,Synthetic opioids,0.6799999999999999,3.01
2014,IL,All opioids,11.719999999999999,12.4
2014,IL,Natural and semi-synthetic opioids,0.88,2.3699999999999997
2014,IL,Heroin,8.17,6.07
2014,IL,Synthetic opioids,2.38,1.57
2014,IN,All opioids,7.819999999999999,8.16
2014,IN,Natural and semi-synthetic opioids,1.54,2.52
2014,IN,Heroin,2.77,3.3299999999999996
2014,IN,Synthetic opioids,1.78,1.45
2014,KS,All opioids,3.67,5.859999999999999
2014,KS,Natural and semi-synthetic opioids,2,3.07
2014,KS,Heroin,1.04,0.62
2014,KS,Synthetic opioids,0.98,1.43
2014,KY,All opioids,7.68,19.919999999999998
2014,KY,Natural and semi-synthetic opioids,3.15,10.01
2014,KY,Heroin,3.23,6.619999999999999
2014,KY,Synthetic opioids,1.04,4.3
2014,LA,All opioids,2.65,7.38
2014,LA,Natural and semi-synthetic opioids,0.6799999999999999,3.1
2014,LA,Heroin,1.49,3.56
2014,LA,Synthetic opioids,0.33999999999999997,0.8700000000000001
2014,MA,All opioids,9.31,20.310000000000002
2014,MA,Natural and semi-synthetic opioids,1.58,3.4899999999999998
2014,MA,Heroin,3.8099999999999996,7.85
2014,MA,Synthetic opioids,3.84,7.29
2014,MD,All opioids,13.76,22.02
2014,MD,Natural and semi-synthetic opioids,4.619999999999999,8.9
2014,MD,Heroin,4.49,7.6499999999999995
2014,MD,Synthetic opioids,3.02,4.81
2014,MI,All opioids,10.01,11.78
2014,MI,Natural and semi-synthetic opioids,3.09,3.67
2014,MI,Heroin,5.22,5.58
2014,MI,Synthetic opioids,3.19,1.92
2014,MN,All opioids,11.88,5.819999999999999
2014,MN,Natural and semi-synthetic opioids,3.12,2.13
2014,MN,Heroin,5.42,1.79
2014,MN,Synthetic opioids,0.72,1.03
2014,MO,All opioids,15.8,11.93
2014,MO,Natural and semi-synthetic opioids,3.09,4.1899999999999995
2014,MO,Heroin,9.860000000000001,4.91
2014,MO,Synthetic opioids,2.25,2.24
2014,MS,All opioids,0.8500000000000001,6.74
2014,MS,Natural and semi-synthetic opioids,0.58,3.4699999999999998
2014,MS,Heroin,0.12000000000000001,0.7799999999999999
2014,MS,Synthetic opioids,0.29000000000000004,1.58
2014,NC,All opioids,3.3499999999999996,14.639999999999999
2014,NC,Natural and semi-synthetic opioids,1.31,6.55
2014,NC,Heroin,1.1800000000000002,3.96
2014,NC,Synthetic opioids,0.99,3.8099999999999996
2014,NJ,All opioids,7.29,13.69
2014,NJ,Natural and semi-synthetic opioids,1.7,4.17
2014,NJ,Heroin,4.21,6.95
2014,NJ,Synthetic opioids,1.49,1.57
2014,NV,All opioids,11.31,22.36
2014,NV,Natural and semi-synthetic opioids,7.28,13.59
2014,NV,Heroin,0.97,3.66
2014,NV,Synthetic opioids,0.46,1.96
2014,NY,All opioids,6.13,13.209999999999999
2014,NY,Natural and semi-synthetic opioids,1.76,4.6899999999999995
2014,NY,Heroin,2.55,5.319999999999999
2014,NY,Synthetic opioids,0.99,2.4899999999999998
2014,OH,All opioids,12.350000000000001,21.82
2014,OH,Natural and semi-synthetic opioids,3.13,6.56
2014,OH,Heroin,6.6899999999999995,12.41
2014,OH,Synthetic opioids,2.92,5.22
2014,OK,All opioids,5.619999999999999,13.76
2014,OK,Natural and semi-synthetic opioids,5.63,11.01
2014,OK,Heroin,0.32,0.9500000000000001
2014,OK,Synthetic opioids,0.89,2.74
2014,PA,All opioids,4.3,11.58
2014,PA,Natural and semi-synthetic opioids,2.19,4
2014,PA,Heroin,2.2600000000000002,5.1899999999999995
2014,PA,Synthetic opioids,1.3,2.13
2014,SC,All opioids,2.04,13.6
2014,SC,Natural and semi-synthetic opioids,1.3,6.98
2014,SC,Heroin,0.35,1.6
2014,SC,Synthetic opioids,0.43000000000000005,3
2014,TN,All opioids,5.859999999999999,17.12
2014,TN,Natural and semi-synthetic opioids,2.9099999999999997,10.860000000000001
2014,TN,Heroin,1.92,2.71
2014,TN,Synthetic opioids,0.9500000000000001,3.08
2014,TX,All opioids,2.77,7.02
2014,TX,Natural and semi-synthetic opioids,1.21,3
2014,TX,Heroin,0.75,2.11
2014,TX,Synthetic opioids,0.32,1.2
2014,WA,All opioids,9.89,10.81
2014,WA,Natural and semi-synthetic opioids,3.03,4.430000000000001
2014,WA,Heroin,5.46,4.619999999999999
2014,WA,Synthetic opioids,0.54,1.1600000000000001
2014,WI,All opioids,18.959999999999997,11.639999999999999
2014,WI,Natural and semi-synthetic opioids,8.47,4.56
2014,WI,Heroin,7.819999999999999,4.84
2014,WI,Synthetic opioids,2.55,1.76
2015,AL,All opioids,2.4899999999999998,7.4
2015,AL,Natural and semi-synthetic opioids,0.92,2.16
2015,AL,Heroin,1.53,3.36
2015,AL,Synthetic opioids,0.8400000000000001,2.4
2015,AR,All opioids,2.3,7.98
2015,AR,Natural and semi-synthetic opioids,1.49,5.109999999999999
2015,AR,Heroin,0.24000000000000002,0.27
2015,AR,Synthetic opioids,0.41000000000000003,1.8800000000000001
2015,AZ,All opioids,6.6,12.77
2015,AZ,Natural and semi-synthetic opioids,3.9699999999999998,5.95
2015,AZ,Heroin,2.7,4.18
2015,AZ,Synthetic opioids,0.88,1.51
2015,CA,All opioids,5.29,9.04
2015,CA,Natural and semi-synthetic opioids,2.46,4.5
2015,CA,Heroin,1.25,2.4699999999999998
2015,CA,Synthetic opioids,0.56,0.97
2015,CO,All opioids,7.02,9.96
2015,CO,Natural and semi-synthetic opioids,3.8099999999999996,4.46
2015,CO,Heroin,1.51,3.4299999999999997
2015,CO,Synthetic opioids,1.3900000000000001,1.6700000000000002
2015,CT,All opioids,9.129999999999999,27.2
2015,CT,Natural and semi-synthetic opioids,2.14,6.14
2015,CT,Heroin,4.71,16.279999999999998
2015,CT,Synthetic opioids,3.88,8.4
2015,DC,All opioids,25.86,8.139999999999999
2015,DC,Natural and semi-synthetic opioids,5.37,2.2
2015,DC,Heroin,16.41,6.71
2015,DC,Synthetic opioids,9.91,3.25
2015,DE,All opioids,5.7700000000000005,19.630000000000003
2015,DE,Natural and semi-synthetic opioids,2.8899999999999997,5.26
2015,DE,Heroin,3.57,10.15
2015,DE,Synthetic opioids,2,7.7700000000000005
2015,FL,All opioids,2.67,15.98
2015,FL,Natural and semi-synthetic opioids,1.42,6.31
2015,FL,Heroin,0.49,5.35
2015,FL,Synthetic opioids,1.22,6.42
2015,GA,All opioids,2.73,12.19
2015,GA,Natural and semi-synthetic opioids,1.3,6.25
2015,GA,Heroin,0.7,3.63
2015,GA,Synthetic opioids,1.23,3.55
2015,IL,All opioids,15.32,13.67
2015,IL,Natural and semi-synthetic opioids,1.28,2.82
2015,IL,Heroin,10.239999999999998,8.51
2015,IL,Synthetic opioids,4.48,3.2800000000000002
2015,IN,All opioids,9.51,10.39
2015,IN,Natural and semi-synthetic opioids,1.6900000000000002,3.18
2015,IN,Heroin,3.2600000000000002,4.52
2015,IN,Synthetic opioids,3.14,2.59
2015,KS,All opioids,3.8099999999999996,5.99
2015,KS,Natural and semi-synthetic opioids,2.07,3.19
2015,KS,Heroin,1.08,0.74
2015,KS,Synthetic opioids,1,1.53
2015,KY,All opioids,9.49,22.12
2015,KY,Natural and semi-synthetic opioids,3.65,9.61
2015,KY,Heroin,4.159999999999999,7.64
2015,KY,Synthetic opioids,3.32,7.87
2015,LA,All opioids,3.08,8.61
2015,LA,Natural and semi-synthetic opioids,0.75,3.34
2015,LA,Heroin,1.6,3.9099999999999997
2015,LA,Synthetic opioids,0.61,1.42
2015,MA,All opioids,11.38,26.130000000000003
2015,MA,Natural and semi-synthetic opioids,1.6600000000000001,3.68
2015,MA,Heroin,6.109999999999999,11.17
2015,MA,Synthetic opioids,8.89,20.07
2015,MD,All opioids,17.64,29.57
2015,MD,Natural and semi-synthetic opioids,6.41,11.48
2015,MD,Heroin,6.59,10.43
2015,MD,Synthetic opioids,7.1899999999999995,10.97
2015,MI,All opioids,13.15,15.2
2015,MI,Natural and semi-synthetic opioids,3.4499999999999997,4.609999999999999
2015,MI,Heroin,6.45,6.68
2015,MI,Synthetic opioids,5.45,4.59
2015,MN,All opioids,12.82,6.05
2015,MN,Natural and semi-synthetic opioids,3.22,2.18
2015,MN,Heroin,5.430000000000001,2.13
2015,MN,Synthetic opioids,1.5,1.1600000000000001
2015,MO,All opioids,20,13.209999999999999
2015,MO,Natural and semi-synthetic opioids,3.4099999999999997,4.1499999999999995
2015,MO,Heroin,11.27,5.01
2015,MO,Synthetic opioids,6.1,3.59
2015,MS,All opioids,1.01,7.23
2015,MS,Natural and semi-synthetic opioids,0.6699999999999999,3.7
2015,MS,Heroin,0.12000000000000001,1.37
2015,MS,Synthetic opioids,0.32,1.98
2015,NC,All opioids,4.319999999999999,17.150000000000002
2015,NC,Natural and semi-synthetic opioids,1.45,7.470000000000001
2015,NC,Heroin,1.46,5.58
2015,NC,Synthetic opioids,1.6600000000000001,5.84
2015,NJ,All opioids,9.01,17.59
2015,NJ,Natural and semi-synthetic opioids,2.36,4.59
2015,NJ,Heroin,6.17,9.28
2015,NJ,Synthetic opioids,3.29,4.25
2015,NV,All opioids,11.34,21.73
2015,NV,Natural and semi-synthetic opioids,6.970000000000001,12.719999999999999
2015,NV,Heroin,0.9,4.25
2015,NV,Synthetic opioids,0.73,2.01
2015,NY,All opioids,7.39,14.99
2015,NY,Natural and semi-synthetic opioids,1.9,4.98
2015,NY,Heroin,3.17,6.87
2015,NY,Synthetic opioids,2.57,5.3
2015,OH,All opioids,15.84,29.4
2015,OH,Natural and semi-synthetic opioids,3.4099999999999997,7.46
2015,OH,Heroin,8.88,14.209999999999999
2015,OH,Synthetic opioids,7.38,12.16
2015,OK,All opioids,5.95,12.92
2015,OK,Natural and semi-synthetic opioids,4.55,9.12
2015,OK,Heroin,0.44,1.2
2015,OK,Synthetic opioids,0.93,2.61
2015,PA,All opioids,6.48,14.48
2015,PA,Natural and semi-synthetic opioids,2.4699999999999998,4.46
2015,PA,Heroin,2.8099999999999996,6.6899999999999995
2015,PA,Synthetic opioids,2.6,5.28
2015,SC,All opioids,2.73,15.46
2015,SC,Natural and semi-synthetic opioids,1.43,7.87
2015,SC,Heroin,0.5,3.1
2015,SC,Synthetic opioids,0.7799999999999999,4.53
2015,TN,All opioids,7.04,18.57
2015,TN,Natural and semi-synthetic opioids,3.38,11.68
2015,TN,Heroin,2.3699999999999997,3.4
2015,TN,Synthetic opioids,2.06,4.59
2015,TX,All opioids,2.86,7.14
2015,TX,Natural and semi-synthetic opioids,1.23,2.9299999999999997
2015,TX,Heroin,0.75,2.3699999999999997
2015,TX,Synthetic opioids,0.33999999999999997,1.28
2015,WA,All opioids,10.139999999999999,10.75
2015,WA,Natural and semi-synthetic opioids,2.8899999999999997,4.14
2015,WA,Heroin,5.53,4.6499999999999995
2015,WA,Synthetic opioids,0.8400000000000001,1.21
2015,WI,All opioids,20.91,12.77
2015,WI,Natural and semi-synthetic opioids,8.78,4.8
2015,WI,Heroin,9.09,6.08
2015,WI,Synthetic opioids,4.4,2.7600000000000002
2016,AL,All opioids,3.3099999999999996,8.52
