abbrev,name,opioid_cat,opioid_type,race_eth,race_cat,deaths,obs_rate,model_rate,apc,apc_lower,apc_upper,apc_pval,doubling_time
Durham County (NC),Durham County,Synthetic opioid alone,single_synth,total,Total,14,4.060309618755,3.82,15.3,10.3,20.5,0,"4.9 (7.1, 3.7)"
Duval County (FL),Duval County,Synthetic opioid alone,single_synth,total,Total,210,22.71235995661723,20.87,17.5,-1.3,40,0.067,"4.3 (-53.0, 2.1)"
Erie County (NY),Erie County,Synthetic opioid alone,single_synth,total,Total,65,7.754705118608691,7.6499999999999995,-18,-36.8,6.3,0.122,"-3.5 (-1.5, 11.3)"
Essex County (NJ),Essex County,Synthetic opioid alone,single_synth,total,Total,130,14.873068850264996,15.15,41.2,22.6,62.6,0,"2.0 (3.4, 1.4)"
Fairfax County (VA),Fairfax County,Synthetic opioid alone,single_synth,total,Total,40,3.3080286263041354,3.56,19.6,-7.7,55,0.159,"3.9 (-8.7, 1.6)"
FL,Florida,Synthetic opioid alone,single_synth,total,Total,1958,9.960726316208905,9.56,22.7,9.7,37.1,0.002,"3.4 (7.5, 2.2)"
Fort Bend County (TX),Fort Bend County,Synthetic opioid alone,single_synth,total,Total,NA,NA,1.1400000000000001,29.9,9.2,54.6,0.006,"2.6 (7.9, 1.6)"
Franklin County (OH),Franklin County,Synthetic opioid alone,single_synth,total,Total,410,30.368119744170084,29.779999999999998,30,14.2,47.9,0.001,"2.6 (5.2, 1.8)"
Fulton County (GA),Fulton County,Synthetic opioid alone,single_synth,total,Total,29,2.52343980838839,2.48,15.9,12.1,19.7,0,"4.7 (6.1, 3.9)"
GA,Georgia,Synthetic opioid alone,single_synth,total,Total,200,1.9169025946401324,1.76,-7.1,-32.9,28.5,0.624,"-9.4 (-1.7, 2.8)"
Guilford County (NC),Guilford County,Synthetic opioid alone,single_synth,total,Total,46,9.056794120143755,11.44,42.1,18.9,69.9,0.001,"2.0 (4.0, 1.3)"
Gwinnett County (GA),Gwinnett County,Synthetic opioid alone,single_synth,total,Total,14,1.4725188569328875,1.51,0.1,-16.6,20.1,0.994,"693.5 (-3.8, 3.8)"
Hamilton County (OH),Hamilton County,Synthetic opioid alone,single_synth,total,Total,226,28.229518594908743,28.9,27.2,-0.9,63.3,0.058,"2.9 (-76.7, 1.4)"
Harris County (TX),Harris County,Synthetic opioid alone,single_synth,total,Total,54,1.1362396173299532,1.1400000000000001,25.2,9.4,43.2,0.003,"3.1 (7.7, 1.9)"
Hartford County (CT),Hartford County,Synthetic opioid alone,single_synth,total,Total,210,24.210966908429054,24.38,32.8,14.9,53.4,0.001,"2.4 (5.0, 1.6)"
Hennepin County (MN),Hennepin County,Synthetic opioid alone,single_synth,total,Total,71,5.458635436726895,5.3,24.5,-14.7,81.5,0.232,"3.2 (-4.4, 1.2)"
HI,Hawaii,Synthetic opioid alone,single_synth,total,Total,NA,NA,0.6,7.7,4.1,11.4,0,"9.3 (17.3, 6.4)"
Hillsborough County (FL),Hillsborough County,Synthetic opioid alone,single_synth,total,Total,73,4.8260883259354825,5.03,50.3,36.2,65.8,0,"1.7 (2.2, 1.4)"
IA,Iowa,Synthetic opioid alone,single_synth,total,Total,57,1.906431385240852,1.9,22,14.8,29.6,0,"3.5 (5.0, 2.7)"
ID,Idaho,Synthetic opioid alone,single_synth,total,Total,17,0.9863047939785384,0.9500000000000001,6.7,4.5,8.9,0,"10.7 (15.7, 8.1)"
IL,Illinois,Synthetic opioid alone,single_synth,total,Total,789,6.3434707696206925,7.14,43.5,32.7,55.3,0,"1.9 (2.4, 1.6)"
IN,Indiana,Synthetic opioid alone,single_synth,total,Total,556,8.93251359392734,8.76,24,3.1,49.3,0.027,"3.2 (22.7, 1.7)"
Jackson County (MO),Jackson County,Synthetic opioid alone,single_synth,total,Total,20,3.0440281006230223,2.21,11.4,7.6,15.3,0,"6.4 (9.5, 4.9)"
Jefferson County (AL),Jefferson County,Synthetic opioid alone,single_synth,total,Total,53,8.46601372174309,7.74,-1.9,-20.9,21.8,0.852,"-36.1 (-3.0, 3.5)"
Jefferson County (KY),Jefferson County,Synthetic opioid alone,single_synth,total,Total,146,19.972729525126386,19.2,14.9,3.5,27.6,0.013,"5.0 (20.1, 2.8)"
Jefferson Parish (LA),Jefferson Parish,Synthetic opioid alone,single_synth,total,Total,28,6.965571864854316,7.89,-2.3,-30.5,37.4,0.887,"-29.8 (-1.9, 2.2)"
King County (WA),King County,Synthetic opioid alone,single_synth,total,Total,89,3.9338087266682407,3.8,75.7,51.1,104.3,0,"1.2 (1.7, 1.0)"
Kings County (NY),Kings County,Synthetic opioid alone,single_synth,total,Total,53,2.012343479153985,1.79,-11.2,-37.1,25.2,0.467,"-5.8 (-1.5, 3.1)"
KS,Kansas,Synthetic opioid alone,single_synth,total,Total,56,2.073376798518524,1.49,7.6,4.7,10.6,0,"9.5 (15.1, 6.9)"
KY,Kentucky,Synthetic opioid alone,single_synth,total,Total,535,13.012196694932708,13.229999999999999,7.5,-7.3,24.7,0.308,"9.6 (-9.1, 3.1)"
LA,Louisiana,Synthetic opioid alone,single_synth,total,Total,154,3.5102287754290975,4.14,56.8,43.3,71.6,0,"1.5 (1.9, 1.3)"
Lake County (IN),Lake County,Synthetic opioid alone,single_synth,total,Total,45,9.82341155778003,9.03,5.2,-11.3,24.7,0.523,"13.7 (-5.8, 3.1)"
Los Angeles County (CA),Los Angeles County,Synthetic opioid alone,single_synth,total,Total,331,3.1944381173469605,3.13,90.5,75.1,107.3,0,"1.1 (1.2, 1.0)"
MA,Massachusetts,Synthetic opioid alone,single_synth,total,Total,1324,19.629629236440262,19.82,11.9,5.6,18.6,0.001,"6.2 (12.7, 4.1)"
Maricopa County (AZ),Maricopa County,Synthetic opioid alone,single_synth,total,Total,497,11.406649062244966,12.739999999999998,114.2,87.8,144.3,0,"0.9 (1.1, 0.8)"
Marion County (IN),Marion County,Synthetic opioid alone,single_synth,total,Total,124,13.226923176152116,12.97,26.5,-8.1,74.1,0.136,"2.9 (-8.2, 1.3)"
MD,Maryland,Synthetic opioid alone,single_synth,total,Total,1260,20.31874714708241,21.06,28.4,12.4,46.7,0.001,"2.8 (5.9, 1.8)"
ME,Maine,Synthetic opioid alone,single_synth,total,Total,200,16.77359410040971,15.58,-0.7,-24.8,31.2,0.959,"-98.7 (-2.4, 2.6)"
Mecklenburg County (NC),Mecklenburg County,Synthetic opioid alone,single_synth,total,Total,84,7.197157271790258,7.08,-6.8,-32.1,27.8,0.628,"-9.8 (-1.8, 2.8)"
MI,Michigan,Synthetic opioid alone,single_synth,total,Total,891,9.394787109328286,9.67,12.7,-1.3,28.7,0.072,"5.8 (-53.0, 2.7)"
Miami-Dade County (FL),Miami-Dade County,Synthetic opioid alone,single_synth,total,Total,121,4.56527989285419,4.09,7.8,-8,26.2,0.326,"9.2 (-8.3, 3.0)"
Milwaukee County (WI),Milwaukee County,Synthetic opioid alone,single_synth,total,Total,136,14.125271807286188,14.3,51.9,42.3,62.2,0,"1.7 (2.0, 1.4)"
MN,Minnesota,Synthetic opioid alone,single_synth,total,Total,184,3.3589309113176307,3.5,43.9,32.1,56.7,0,"1.9 (2.5, 1.5)"
MO,Missouri,Synthetic opioid alone,single_synth,total,Total,635,11.062067068505966,12.79,46.5,29.7,65.5,0,"1.8 (2.7, 1.4)"
Mobile County (AL),Mobile County,Synthetic opioid alone,single_synth,total,Total,11,3.0559374412720346,3.8099999999999996,85.4,35.6,153.4,0.001,"1.1 (2.3, 0.7)"
Monroe County (NY),Monroe County,Synthetic opioid alone,single_synth,total,Total,127,17.788275287267837,17.68,16.5,-4.2,41.8,0.112,"4.5 (-16.2, 2.0)"
Montgomery County (MD),Montgomery County,Synthetic opioid alone,single_synth,total,Total,137,6.981298791284889,7.24,58.5,43.3,75.4,0,"1.5 (1.9, 1.2)"
Montgomery County (OH),Montgomery County,Synthetic opioid alone,single_synth,total,Total,182,37.783548416344395,33.64,-30.5,-49.3,-4.7,0.027,"-1.9 (-1.0, -14.4)"
MS,Mississippi,Synthetic opioid alone,single_synth,total,Total,74,2.5608886996000884,2.36,25.1,15.7,35.2,0,"3.1 (4.8, 2.3)"
MT,Montana,Synthetic opioid alone,single_synth,total,Total,13,1.377308968306047,0.96,-2.6,-7.8,2.9,0.322,"-26.3 (-8.5, 24.2)"
Nassau County (NY),Nassau County,Synthetic opioid alone,single_synth,total,Total,55,4.508670207392356,5.17,31.5,23.3,40.2,0,"2.5 (3.3, 2.1)"
NC,North Carolina,Synthetic opioid alone,single_synth,total,Total,846,8.492180673933804,8.25,4.7,-11,23.2,0.545,"15.1 (-5.9, 3.3)"
ND,North Dakota,Synthetic opioid alone,single_synth,total,Total,NA,NA,0.69,-24.6,-51.8,18.1,0.192,"-2.5 (-0.9, 4.2)"
NE,Nebraska,Synthetic opioid alone,single_synth,total,Total,14,0.7443745104084107,0.6799999999999999,4,1,7.1,0.01,"17.7 (69.7, 10.1)"
New Castle County (DE),New Castle County,Synthetic opioid alone,single_synth,total,Total,123,22.914347834679475,22.36,86,68,105.8,0,"1.1 (1.3, 1.0)"
New Haven County (CT),New Haven County,Synthetic opioid alone,single_synth,total,Total,94,11.498718764461216,10.83,23.4,6.5,43.1,0.01,"3.3 (11.0, 1.9)"
New York County (NY),New York County,Synthetic opioid alone,single_synth,total,Total,78,4.3470524313871035,5.01,54.2,37,73.6,0,"1.6 (2.2, 1.3)"
NH,New Hampshire,Synthetic opioid alone,single_synth,total,Total,314,25.20995279974529,28.630000000000003,6.7,1.2,12.6,0.021,"10.7 (58.1, 5.8)"
NJ,New Jersey,Synthetic opioid alone,single_synth,total,Total,1141,12.999671766759713,13.52,42.1,23.6,63.4,0,"2.0 (3.3, 1.4)"
NM,New Mexico,Synthetic opioid alone,single_synth,total,Total,76,3.9030916036886762,3.75,24.2,18.2,30.5,0,"3.2 (4.1, 2.6)"
Norfolk city (VA),Norfolk city,Synthetic opioid alone,single_synth,total,Total,16,7.382469480793409,9.58,21.1,12.8,30,0,"3.6 (5.8, 2.6)"
NV,Nevada,Synthetic opioid alone,single_synth,total,Total,70,2.2464458190808068,2.14,43,14.9,77.9,0.003,"1.9 (5.0, 1.2)"
NY,New York,Synthetic opioid alone,single_synth,total,Total,1025,5.330022563735723,5.09,-0.8,-27.3,35.2,0.954,"-86.3 (-2.2, 2.3)"
Oakland County (MI),Oakland County,Synthetic opioid alone,single_synth,total,Total,25,2.183414912370528,2.59,11.6,-13.5,44,0.368,"6.3 (-4.8, 1.9)"
OH,Ohio,Synthetic opioid alone,single_synth,total,Total,2441,22.410421809916958,20.979999999999997,-2.4,-13.8,10.5,0.685,"-28.5 (-4.7, 6.9)"
OK,Oklahoma,Synthetic opioid alone,single_synth,total,Total,64,1.6069574482037174,1.44,-3.5,-6.6,-0.4,0.031,"-19.5 (-10.2, -172.9)"
Oklahoma County (OK),Oklahoma County,Synthetic opioid alone,single_synth,total,Total,13,1.623779953050295,1.61,3.4,-0.7,7.7,0.099,"20.7 (-98.7, 9.3)"
OR,Oregon,Synthetic opioid alone,single_synth,total,Total,72,1.7146811693727617,1.71,20.9,9.7,33.3,0.001,"3.7 (7.5, 2.4)"
Orange County (FL),Orange County,Synthetic opioid alone,single_synth,total,Total,146,9.893082447812926,10.17,39.4,30.6,48.8,0,"2.1 (2.6, 1.7)"
PA,Pennsylvania,Synthetic opioid alone,single_synth,total,Total,1637,13.595211925190734,13.52,17,3.1,32.8,0.02,"4.4 (22.7, 2.4)"
Palm Beach County (FL),Palm Beach County,Synthetic opioid alone,single_synth,total,Total,211,16.21157200620101,15.729999999999999,4.2,-9.7,20.3,0.542,"16.8 (-6.8, 3.8)"
Philadelphia County (PA),Philadelphia County,Synthetic opioid alone,single_synth,total,Total,516,32.41787227938579,31.73,63.3,44.1,84.9,0,"1.4 (1.9, 1.1)"
Pulaski County (AR),Pulaski County,Synthetic opioid alone,single_synth,total,Total,27,6.998664875642239,8.06,76.6,51.7,105.6,0,"1.2 (1.7, 1.0)"
Queens County (NY),Queens County,Synthetic opioid alone,single_synth,total,Total,62,2.7127296101277034,2.38,1.1,-28.1,42.1,0.947,"63.4 (-2.1, 2.0)"
RI,Rhode Island,Synthetic opioid alone,single_synth,total,Total,152,14.89542793226939,15.57,7.5,-6.9,24,0.296,"9.6 (-9.7, 3.2)"
Richland County (SC),Richland County,Synthetic opioid alone,single_synth,total,Total,22,5.340880142627914,6,22.2,12.9,32.2,0,"3.5 (5.7, 2.5)"
Riverside County (CA),Riverside County,Synthetic opioid alone,single_synth,total,Total,98,3.9760692989789845,3.96,98.4,66,137.1,0,"1.0 (1.4, 0.8)"
Sacramento County (CA),Sacramento County,Synthetic opioid alone,single_synth,total,Total,30,1.974636965398523,1.98,105.9,1.3,318.8,0.046,"1.0 (53.7, 0.5)"
San Bernardino County (CA),San Bernardino County,Synthetic opioid alone,single_synth,total,Total,58,2.6193142362128388,2.52,110.3,29.1,242.8,0.005,"0.9 (2.7, 0.6)"
San Diego County (CA),San Diego County,Synthetic opioid alone,single_synth,total,Total,113,3.2569216005448127,3.12,42.5,32.5,53.2,0,"2.0 (2.5, 1.6)"
SC,South Carolina,Synthetic opioid alone,single_synth,total,Total,333,6.91968457620469,7.109999999999999,17.7,-10.5,54.9,0.22,"4.3 (-6.2, 1.6)"
SD,South Dakota,Synthetic opioid alone,single_synth,total,Total,21,2.4817785553380864,2.4499999999999997,42.2,-0.3,102.7,0.052,"2.0 (-230.7, 1.0)"
Shelby County (TN),Shelby County,Synthetic opioid alone,single_synth,total,Total,112,12.366011328563845,12,51.2,38.1,65.5,0,"1.7 (2.1, 1.4)"
St. Louis city (MO),St. Louis city,Synthetic opioid alone,single_synth,total,Total,153,50.41202013561126,51.52,36.2,26.4,46.8,0,"2.2 (3.0, 1.8)"
St. Louis County (MO),St. Louis County,Synthetic opioid alone,single_synth,total,Total,169,18.890793748927898,19.22,10.8,-10.9,37.8,0.32,"6.8 (-6.0, 2.2)"
Suffolk County (MA),Suffolk County,Synthetic opioid alone,single_synth,total,Total,157,19.497092625003535,20.29,13.1,5.5,21.3,0.003,"5.6 (12.9, 3.6)"
Suffolk County (NY),Suffolk County,Synthetic opioid alone,single_synth,total,Total,119,8.81780089453839,8.11,-14.6,-34.5,11.3,0.22,"-4.4 (-1.6, 6.5)"
Tarrant County (TX),Tarrant County,Synthetic opioid alone,single_synth,total,Total,18,0.8474585212903089,0.64,10.2,5.2,15.3,0,"7.1 (13.7, 4.9)"
TN,Tennessee,Synthetic opioid alone,single_synth,total,Total,682,10.425086787815182,10.350000000000001,47.5,40.7,54.6,0,"1.8 (2.0, 1.6)"
TX,Texas,Synthetic opioid alone,single_synth,total,Total,261,0.9029559254675404,0.89,17,8,26.8,0.001,"4.4 (9.0, 2.9)"
Union County (NJ),Union County,Synthetic opioid alone,single_synth,total,Total,53,9.10119901095109,10.129999999999999,73.1,59.1,88.3,0,"1.3 (1.5, 1.1)"
UT,Utah,Synthetic opioid alone,single_synth,total,Total,43,1.4220658306967595,1.7,6,3.2,9,0,"11.9 (22.0, 8.0)"
VA,Virginia,Synthetic opioid alone,single_synth,total,Total,464,5.563889273753486,5.58,19.8,10.3,30.2,0,"3.8 (7.1, 2.6)"
VT,Vermont,Synthetic opioid alone,single_synth,total,Total,48,9.243689210191176,9.53,31.2,20.8,42.4,0,"2.6 (3.7, 2.0)"
WA,Washington,Synthetic opioid alone,single_synth,total,Total,248,3.2534234418404107,3.2,52.6,39.1,67.3,0,"1.6 (2.1, 1.3)"
Wake County (NC),Wake County,Synthetic opioid alone,single_synth,total,Total,52,4.511305546224348,5.159999999999999,40.6,26.6,56.1,0,"2.0 (2.9, 1.6)"
Wayne County (MI),Wayne County,Synthetic opioid alone,single_synth,total,Total,343,19.594500932274233,20.93,30.6,19.5,42.8,0,"2.6 (3.9, 1.9)"
Westchester County (NY),Westchester County,Synthetic opioid alone,single_synth,total,Total,35,3.8827865860552344,4.17,16.6,-3.5,41,0.101,"4.5 (-19.5, 2.0)"
WI,Wisconsin,Synthetic opioid alone,single_synth,total,Total,387,7.024778687478067,6.91,42.7,36.5,49.3,0,"1.9 (2.2, 1.7)"
WV,West Virginia,Synthetic opioid alone,single_synth,total,Total,373,24.091762264886526,22.9,8.4,-23,52.7,0.617,"8.6 (-2.7, 1.6)"
WY,Wyoming,Synthetic opioid alone,single_synth,total,Total,12,2.242593405456199,1.79,9.4,3.5,15.7,0.003,"7.7 (20.1, 4.8)"
Adams County (CO),Adams County,Synthetic opioids,synth,nhb,Non-Hispanic Black,13,7.050813629487926,6.930000000000001,111.5,50,198.1,0,"0.9 (1.7, 0.6)"
AL,Alabama,Synthetic opioids,synth,nhb,Non-Hispanic Black,44,3.3333766572635453,3.65,11.9,-2.6,28.7,0.105,"6.2 (-26.3, 2.7)"
Allegheny County (PA),Allegheny County,Synthetic opioids,synth,nhb,Non-Hispanic Black,67,42.219927051386904,41.46,8.7,-9.6,30.8,0.345,"8.3 (-6.9, 2.6)"
AR,Arkansas,Synthetic opioids,synth,nhb,Non-Hispanic Black,19,4.263036903512239,4.54,99.6,55.9,155.7,0,"1.0 (1.6, 0.7)"
AZ,Arizona,Synthetic opioids,synth,nhb,Non-Hispanic Black,62,17.039327792718506,17.459999999999997,124.4,87.7,168.3,0,"0.9 (1.1, 0.7)"
Baltimore city (MD),Baltimore city,Synthetic opioids,synth,nhb,Non-Hispanic Black,463,111.75109606534146,117.51,35.2,18.4,54.5,0,"2.3 (4.1, 1.6)"
Baltimore County (MD),Baltimore County,Synthetic opioids,synth,nhb,Non-Hispanic Black,88,33.81951591163807,37.78,23.2,6.9,41.9,0.007,"3.3 (10.4, 2.0)"
Bronx County (NY),Bronx County,Synthetic opioids,synth,nhb,Non-Hispanic Black,77,16.339306137539133,16.35,25.3,15.8,35.7,0,"3.1 (4.7, 2.3)"
CA,California,Synthetic opioids,synth,nhb,Non-Hispanic Black,173,6.714903306852408,6.34,95.6,70.2,124.9,0,"1.0 (1.3, 0.9)"
Clark County (NV),Clark County,Synthetic opioids,synth,nhb,Non-Hispanic Black,12,3.9362792647987037,4.73,54.2,26.1,88.7,0,"1.6 (3.0, 1.1)"
CO,Colorado,Synthetic opioids,synth,nhb,Non-Hispanic Black,17,6.307127021321911,5.98,109.4,-0.7,341.8,0.052,"0.9 (-98.7, 0.5)"
Cook County (IL),Cook County,Synthetic opioids,synth,nhb,Non-Hispanic Black,446,34.368814014283416,35.27,30.1,21.6,39.3,0,"2.6 (3.5, 2.1)"
CT,Connecticut,Synthetic opioids,synth,nhb,Non-Hispanic Black,93,22.131507151078225,22.45,24.5,8.6,42.8,0.004,"3.2 (8.4, 1.9)"
Cumberland County (NC),Cumberland County,Synthetic opioids,synth,nhb,Non-Hispanic Black,18,13.895537029011614,10.729999999999999,29.4,21.7,37.5,0,"2.7 (3.5, 2.2)"
Cuyahoga County (OH),Cuyahoga County,Synthetic opioids,synth,nhb,Non-Hispanic Black,115,29.086915386403113,26.150000000000002,11.4,-15.6,47.1,0.416,"6.4 (-4.1, 1.8)"
Dallas County (TX),Dallas County,Synthetic opioids,synth,nhb,Non-Hispanic Black,NA,NA,1.84,29.1,22.3,36.2,0,"2.7 (3.4, 2.2)"
Davidson County (TN),Davidson County,Synthetic opioids,synth,nhb,Non-Hispanic Black,60,31.137522037084725,29.18,67.5,43.3,95.7,0,"1.3 (1.9, 1.0)"
DC,District of Columbia,Synthetic opioids,synth,nhb,Non-Hispanic Black,198,55.91359079360076,54.339999999999996,17.5,7.1,29,0.002,"4.3 (10.1, 2.7)"
DE,Delaware,Synthetic opioids,synth,nhb,Non-Hispanic Black,57,26.835051860456623,31.41,80.6,53.4,112.7,0,"1.2 (1.6, 0.9)"
District of Columbia (DC),District of Columbia,Synthetic opioids,synth,nhb,Non-Hispanic Black,198,55.91359079360076,54.339999999999996,17.5,7.1,29,0.002,"4.3 (10.1, 2.7)"
Durham County (NC),Durham County,Synthetic opioids,synth,nhb,Non-Hispanic Black,11,9.679157057978507,8.8,28.6,22.8,34.5,0,"2.8 (3.4, 2.3)"
Erie County (NY),Erie County,Synthetic opioids,synth,nhb,Non-Hispanic Black,11,9.156321324588793,11.209999999999999,-13.8,-38.6,20.9,0.36,"-4.7 (-1.4, 3.7)"
Essex County (NJ),Essex County,Synthetic opioids,synth,nhb,Non-Hispanic Black,166,46.96127858409069,46.86,30.9,18.2,45,0,"2.6 (4.1, 1.9)"
FL,Florida,Synthetic opioids,synth,nhb,Non-Hispanic Black,231,6.966675922850057,6.619999999999999,29.2,13.9,46.4,0.001,"2.7 (5.3, 1.8)"
Franklin County (OH),Franklin County,Synthetic opioids,synth,nhb,Non-Hispanic Black,143,45.44849426838589,43.09,29.6,15.9,44.9,0,"2.7 (4.7, 1.9)"
Fulton County (GA),Fulton County,Synthetic opioids,synth,nhb,Non-Hispanic Black,29,5.957414028115819,5.55,22.3,16,29,0,"3.4 (4.7, 2.7)"
GA,Georgia,Synthetic opioids,synth,nhb,Non-Hispanic Black,102,2.9756969645977325,3.16,36.2,24.5,49,0,"2.2 (3.2, 1.7)"
Hamilton County (OH),Hamilton County,Synthetic opioids,synth,nhb,Non-Hispanic Black,64,29.644813176271192,34.41,35.7,26.8,45.3,0,"2.3 (2.9, 1.9)"
Harris County (TX),Harris County,Synthetic opioids,synth,nhb,Non-Hispanic Black,21,2.2410635257127645,2.08,18.2,13.5,23,0,"4.1 (5.5, 3.3)"
Hillsborough County (FL),Hillsborough County,Synthetic opioids,synth,nhb,Non-Hispanic Black,12,5.010485102261812,5.96,59.7,33.5,90.9,0,"1.5 (2.4, 1.1)"
IL,Illinois,Synthetic opioids,synth,nhb,Non-Hispanic Black,562,29.77030173024645,31.23,34,21.5,47.7,0,"2.4 (3.6, 1.8)"
IN,Indiana,Synthetic opioids,synth,nhb,Non-Hispanic Black,101,15.714341963804639,14.79,5.7,-8.1,21.7,0.406,"12.5 (-8.2, 3.5)"
Jackson County (MO),Jackson County,Synthetic opioids,synth,nhb,Non-Hispanic Black,NA,NA,5.05,140.7,-18.2,608.2,0.104,"0.8 (-3.5, 0.4)"
Jefferson County (AL),Jefferson County,Synthetic opioids,synth,nhb,Non-Hispanic Black,30,10.40262561253257,12.1,8.4,-8.4,28.4,0.318,"8.6 (-7.9, 2.8)"
King County (WA),King County,Synthetic opioids,synth,nhb,Non-Hispanic Black,14,7.622230441628132,7.59,110.1,56.3,182.6,0,"0.9 (1.6, 0.7)"
Kings County (NY),Kings County,Synthetic opioids,synth,nhb,Non-Hispanic Black,63,7.169444552834806,6.87,15.7,1.4,32.1,0.033,"4.8 (49.9, 2.5)"
KS,Kansas,Synthetic opioids,synth,nhb,Non-Hispanic Black,NA,NA,3.27,14.3,8,21.1,0,"5.2 (9.0, 3.6)"
KY,Kentucky,Synthetic opioids,synth,nhb,Non-Hispanic Black,71,18.917514444377886,17.49,26.7,6.9,50.2,0.01,"2.9 (10.4, 1.7)"
LA,Louisiana,Synthetic opioids,synth,nhb,Non-Hispanic Black,58,4.229030094278758,4.37,38.8,14.9,67.6,0.002,"2.1 (5.0, 1.3)"
Los Angeles County (CA),Los Angeles County,Synthetic opioids,synth,nhb,Non-Hispanic Black,53,6.299523191137845,5.88,115.4,86.1,149.3,0,"0.9 (1.1, 0.8)"
MA,Massachusetts,Synthetic opioids,synth,nhb,Non-Hispanic Black,114,20.35689560867702,19.810000000000002,15.7,0.5,33.2,0.043,"4.8 (139.0, 2.4)"
Maricopa County (AZ),Maricopa County,Synthetic opioids,synth,nhb,Non-Hispanic Black,53,19.487525885354017,19.75,115.7,85.1,151.2,0,"0.9 (1.1, 0.8)"
Marion County (IN),Marion County,Synthetic opioids,synth,nhb,Non-Hispanic Black,54,20.065664093283257,21.87,39.6,28.6,51.4,0,"2.1 (2.8, 1.7)"
MD,Maryland,Synthetic opioids,synth,nhb,Non-Hispanic Black,778,37.66706420351249,38.7,30,17.1,44.4,0,"2.6 (4.4, 1.9)"
Mecklenburg County (NC),Mecklenburg County,Synthetic opioids,synth,nhb,Non-Hispanic Black,31,8.272951872464548,8.229999999999999,-8.9,-26.8,13.4,0.373,"-7.4 (-2.2, 5.5)"
MI,Michigan,Synthetic opioids,synth,nhb,Non-Hispanic Black,384,26.117123252874926,26.86,17.1,-2.6,41,0.086,"4.4 (-26.3, 2.0)"
Miami-Dade County (FL),Miami-Dade County,Synthetic opioids,synth,nhb,Non-Hispanic Black,35,8.456330438378298,7.6499999999999995,9.1,-12.3,35.8,0.404,"8.0 (-5.3, 2.3)"
Milwaukee County (WI),Milwaukee County,Synthetic opioids,synth,nhb,Non-Hispanic Black,60,23.38337862999725,23.87,20.1,-10.4,60.8,0.199,"3.8 (-6.3, 1.5)"
MN,Minnesota,Synthetic opioids,synth,nhb,Non-Hispanic Black,62,15.786600421513382,18.12,68.8,45.5,95.9,0,"1.3 (1.8, 1.0)"
MO,Missouri,Synthetic opioids,synth,nhb,Non-Hispanic Black,289,41.16571688687752,44.349999999999994,35.2,21.1,50.9,0,"2.3 (3.6, 1.7)"
Monroe County (NY),Monroe County,Synthetic opioids,synth,nhb,Non-Hispanic Black,32,28.389889012311876,28.630000000000003,56.7,41,74.2,0,"1.5 (2.0, 1.2)"
Montgomery County (MD),Montgomery County,Synthetic opioids,synth,nhb,Non-Hispanic Black,99,11.4972936622914,10.57,18.1,-7.7,51.1,0.168,"4.2 (-8.7, 1.7)"
Montgomery County (OH),Montgomery County,Synthetic opioids,synth,nhb,Non-Hispanic Black,52,50.42981412213297,46.190000000000005,-18.8,-34,-0.1,0.049,"-3.3 (-1.7, -692.8)"
MS,Mississippi,Synthetic opioids,synth,nhb,Non-Hispanic Black,23,2.28891657399374,1.96,67.6,41.4,98.6,0,"1.3 (2.0, 1.0)"
NC,North Carolina,Synthetic opioids,synth,nhb,Non-Hispanic Black,216,9.552951642801121,9.370000000000001,27.4,7.2,51.3,0.01,"2.9 (10.0, 1.7)"
NE,Nebraska,Synthetic opioids,synth,nhb,Non-Hispanic Black,NA,NA,3.48,12.1,5,19.7,0.002,"6.1 (14.2, 3.9)"
New Castle County (DE),New Castle County,Synthetic opioids,synth,nhb,Non-Hispanic Black,38,26.40974890271288,24.43,35.3,26.5,44.6,0,"2.3 (2.9, 1.9)"
New York County (NY),New York County,Synthetic opioids,synth,nhb,Non-Hispanic Black,43,16.180644120794522,14.6,-12.1,-36.3,21.2,0.401,"-5.4 (-1.5, 3.6)"
NJ,New Jersey,Synthetic opioids,synth,nhb,Non-Hispanic Black,457,34.90449536953195,37.59,37.5,21.9,55.1,0,"2.2 (3.5, 1.6)"
NM,New Mexico,Synthetic opioids,synth,nhb,Non-Hispanic Black,NA,NA,4.73,16.6,8,25.8,0,"4.5 (9.0, 3.0)"
NV,Nevada,Synthetic opioids,synth,nhb,Non-Hispanic Black,15,4.471408172142446,4.92,59.3,33.3,90.4,0,"1.5 (2.4, 1.1)"
NY,New York,Synthetic opioids,synth,nhb,Non-Hispanic Black,366,11.31333072283074,11.360000000000001,20.4,9,33.1,0.001,"3.7 (8.0, 2.4)"
OH,Ohio,Synthetic opioids,synth,nhb,Non-Hispanic Black,506,33.640430284931504,31.52,8.1,-8.4,27.5,0.33,"8.9 (-7.9, 2.9)"
OK,Oklahoma,Synthetic opioids,synth,nhb,Non-Hispanic Black,NA,NA,1.3800000000000001,6.7,1.9,11.6,0.008,"10.7 (36.8, 6.3)"
Orange County (FL),Orange County,Synthetic opioids,synth,nhb,Non-Hispanic Black,11,3.7401942270269215,5.91,43.7,20.9,70.8,0,"1.9 (3.7, 1.3)"
PA,Pennsylvania,Synthetic opioids,synth,nhb,Non-Hispanic Black,409,28.288257423842087,29.85,63.6,46.2,83.1,0,"1.4 (1.8, 1.1)"
